date	text	rating	aspects	sentiment	aspects_pretty	entities	person	geopolitical area	date	cardinal number	quantity	group	event	money	percent	organization	time	ordinal number	location	product	work of art	facility
2021-12-19	Елка очень понравилась, нарядили, очень красиво!	star5	['Елка']	['Positive']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-19	Хорошая ёлка!!	star5	['ёлка']	['Positive']	ёлка	[]																
2021-12-19	Очень красивая ёлочка, покупали 1.8м! Что бы была как на картинке нужно постараться, мы старались! 	star5	['ёлочка']	['Positive']	ёлочка	[{'text': '1.8м!', 'start': 31, 'end': 37, 'tokens': ['▁1.8', 'м', '!'], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}]					['1.8м!']											
2021-12-19	Шикарная ёлка,не пожалели ни одной секунды.Спасибо за быструю доставку🔥🔥🔥	star5	['ёлка', 'доставку🔥🔥🔥']	['Positive', 'Positive']	ёлка, доставку🔥🔥🔥	[{'text': 'одной', 'start': 28, 'end': 34, 'tokens': ['▁одной'], 'names': ['I-time'], 'filled': {'time'}}]											['одной']					
2021-12-19	Очень понравилась	star5	[]	[]		[]																
2021-12-19	Ёлка доставлена быстро, комплектация полная,заказывала 180 см, устойчивая, долго её пыталась распушить как на видео, дала отстояться день, но такого же эффекта не вышло, нижний ряд хотелось бы погуще и нижние ветки ходят ходуном, в принципе неплохой вариант, брала за 4936 руб	star4	['комплектация', 'ряд']	['Positive', 'Neutral']	комплектация, ряд	[{'text': '180 см,', 'start': 54, 'end': 62, 'tokens': ['▁180', '▁см', ','], 'names': ['B-quantity', 'I-quantity', 'O'], 'filled': {'quantity'}}, {'text': 'день,', 'start': 132, 'end': 138, 'tokens': ['▁день', ','], 'names': ['B-date', 'O'], 'filled': {'date'}}, {'text': '4936', 'start': 267, 'end': 272, 'tokens': ['▁49', '36'], 'names': ['B-money', 'I-money'], 'filled': {'money'}}]			['день,']		['180 см,']			['4936']								
2021-12-19	Шикарна за эти деньги👌	star5	['Шикарна']	['Positive']	Шикарна	[]																
2021-12-19	Ёлка супер 	star5	['Ёлка']	['Positive']	Ёлка	[{'text': 'Ёлка', 'start': 0, 'end': 4, 'tokens': ['▁', 'Ё', 'лка'], 'names': ['B-person', 'B-person', 'O'], 'filled': {'person'}}]	['Ёлка']															
2021-12-18	Классная елка, все как мне и хотелось, собирается легко, с ребёнком справились вдвоем	star5	['елка']	['Positive']	елка	[]																
2021-12-18	2.2 очень,  очень классная ёлка.	star5	['ёлка']	['Positive']	ёлка	[{'text': '2.2', 'start': 0, 'end': 3, 'tokens': ['▁2.2'], 'names': ['B-cardinal number'], 'filled': {'cardinal number'}}]				['2.2']												
2021-12-18	Елка огонь 	star5	['Елка']	['Positive']	Елка	[{'text': 'Елка огонь', 'start': 0, 'end': 10, 'tokens': ['▁Ел', 'ка', '▁огонь'], 'names': ['B-person', 'I-person', 'I-person'], 'filled': {'person'}}]	['Елка огонь']															
2021-12-18	Замечательная елка, очень пушистая!	star5	['елка']	['Positive']	елка	[]																
2021-12-18	Отличная,пушистая- рекомендую.	star5	[]	[]		[]																
2021-12-18	Елка просто красавица. Мы очень довольны	star5	['Елка']	['Positive']	Елка	[{'text': 'Елка', 'start': 0, 'end': 4, 'tokens': ['▁Ел', 'ка'], 'names': ['B-person', 'O'], 'filled': {'person'}}]	['Елка']															
2021-12-18	Супер елочка !!!	star5	['елочка']	['Positive']	елочка	[]																
2021-12-18	Ориентировалась на восторженные отзывы, но нам не повезло! Елка 140 лысая, видно ствол, с одной стороны будно не хватает веток. Очень расстроены, расчитывали на эту елку  но, увы, отказ. Скоро Новый год, а мы без елки, очень обидно!	star2	['Елка', 'веток']	['Negative', 'Negative']	Елка, веток	[{'text': 'Новый год,', 'start': 192, 'end': 203, 'tokens': ['▁Новый', '▁год', ','], 'names': ['B-event', 'I-event', 'O'], 'filled': {'event'}}]							['Новый год,']									
2021-12-18	У меня нет восторга как в предыдущих отзывах. Елка наклоняется. Большие ветки лысые и распределены неравномерно, приходиться самой двигать. Маленькие веточки все плоские, иголки изогнуты, думаю, это не исправить, они достаточно жесткие. 7400 жалко. Ждала елку как на картинке	star3	['Елка', 'ветки', 'веточки']	['Negative', 'Negative', 'Negative']	Елка, ветки, веточки	[{'text': '7400', 'start': 236, 'end': 241, 'tokens': ['▁7', '400'], 'names': ['O', 'B-cardinal number'], 'filled': {'cardinal number'}}]				['7400']												
